[2025-03-04 00:50:50,622] [autoreload.py:668] [autoreload:run_with_reloader] [INFO]- Watching for file changes with StatReloader
[2025-03-04 00:50:56,120] [sysmenuviewset.py:61] [sysmenuviewset:QueryMenus] [INFO]- 进入方法时间:2025-03-04 00:50:56
[2025-03-04 00:50:56,334] [sysmenuviewset.py:99] [sysmenuviewset:QueryMenus] [INFO]- 结束方法时间:2025-03-04 00:50:56
[2025-03-04 00:50:56,434] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /api/sysmenu/QueryMenus/ HTTP/1.1" 200 5683
[2025-03-04 00:50:56,573] [log.py:241] [log:log_response] [WARNING]- Not Found: /favicon.ico
[2025-03-04 00:50:56,575] [basehttp.py:212] [basehttp:log_message] [WARNING]- "GET /favicon.ico HTTP/1.1" 404 179
[2025-03-04 00:51:03,505] [sysmenuviewset.py:61] [sysmenuviewset:QueryMenus] [INFO]- 进入方法时间:2025-03-04 00:51:03
[2025-03-04 00:51:03,607] [sysmenuviewset.py:99] [sysmenuviewset:QueryMenus] [INFO]- 结束方法时间:2025-03-04 00:51:03
[2025-03-04 00:51:03,616] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /api/sysmenu/QueryMenus/ HTTP/1.1" 200 5683
[2025-03-04 00:51:11,935] [sysmenuviewset.py:61] [sysmenuviewset:QueryMenus] [INFO]- 进入方法时间:2025-03-04 00:51:11
[2025-03-04 00:51:12,039] [sysmenuviewset.py:99] [sysmenuviewset:QueryMenus] [INFO]- 结束方法时间:2025-03-04 00:51:12
[2025-03-04 00:51:12,048] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /api/sysmenu/QueryMenus/ HTTP/1.1" 200 5683
[2025-03-04 00:51:12,790] [sysmenuviewset.py:61] [sysmenuviewset:QueryMenus] [INFO]- 进入方法时间:2025-03-04 00:51:12
[2025-03-04 00:51:12,885] [sysmenuviewset.py:99] [sysmenuviewset:QueryMenus] [INFO]- 结束方法时间:2025-03-04 00:51:12
[2025-03-04 00:51:12,893] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /api/sysmenu/QueryMenus/ HTTP/1.1" 200 5683
[2025-03-04 00:51:13,342] [basehttp.py:212] [basehttp:log_message] [INFO]- "OPTIONS /api/sysmenu/QueryMenus/ HTTP/1.1" 200 5687
[2025-03-04 00:51:14,029] [basehttp.py:212] [basehttp:log_message] [INFO]- "OPTIONS /api/sysmenu/QueryMenus/ HTTP/1.1" 200 5687
[2025-03-04 00:51:14,471] [basehttp.py:212] [basehttp:log_message] [INFO]- "OPTIONS /api/sysmenu/QueryMenus/ HTTP/1.1" 200 5687
[2025-03-04 00:51:14,676] [basehttp.py:212] [basehttp:log_message] [INFO]- "OPTIONS /api/sysmenu/QueryMenus/ HTTP/1.1" 200 5687
[2025-03-04 00:51:16,699] [sysmenuviewset.py:61] [sysmenuviewset:QueryMenus] [INFO]- 进入方法时间:2025-03-04 00:51:16
[2025-03-04 00:51:16,798] [sysmenuviewset.py:99] [sysmenuviewset:QueryMenus] [INFO]- 结束方法时间:2025-03-04 00:51:16
[2025-03-04 00:51:16,806] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /api/sysmenu/QueryMenus/ HTTP/1.1" 200 5683
[2025-03-04 00:51:17,065] [sysmenuviewset.py:61] [sysmenuviewset:QueryMenus] [INFO]- 进入方法时间:2025-03-04 00:51:17
[2025-03-04 00:51:17,156] [sysmenuviewset.py:99] [sysmenuviewset:QueryMenus] [INFO]- 结束方法时间:2025-03-04 00:51:17
[2025-03-04 00:51:17,165] [basehttp.py:212] [basehttp:log_message] [INFO]- "GET /api/sysmenu/QueryMenus/ HTTP/1.1" 200 5683
